Date,Rainfall_mm,Barangay,Static_Score,Rain_3Day_Sum
01/01/2016,3.22,Amaya,0.404202719,
02/01/2016,3.41,Amaya,0.404202719,
03/01/2016,0.44,Amaya,0.404202719,7.07
04/01/2016,0.07,Amaya,0.404202719,3.92
05/01/2016,0.05,Amaya,0.404202719,0.56
06/01/2016,0.11,Amaya,0.404202719,0.23
07/01/2016,0.26,Amaya,0.404202719,0.42
08/01/2016,0.16,Amaya,0.404202719,0.53
09/01/2016,0.28,Amaya,0.404202719,0.7
10/01/2016,0.06,Amaya,0.404202719,0.5
11/01/2016,0.2,Amaya,0.404202719,0.54
12/01/2016,0.12,Amaya,0.404202719,0.38
13/01/2016,0.12,Amaya,0.404202719,0.44
14/01/2016,0.18,Amaya,0.404202719,0.42
15/01/2016,0.14,Amaya,0.404202719,0.44
16/01/2016,0.33,Amaya,0.404202719,0.65
17/01/2016,0.04,Amaya,0.404202719,0.51
18/01/2016,0.05,Amaya,0.404202719,0.42
19/01/2016,0.27,Amaya,0.404202719,0.36
20/01/2016,0.81,Amaya,0.404202719,1.13
21/01/2016,0.01,Amaya,0.404202719,1.09
22/01/2016,0.01,Amaya,0.404202719,0.83
23/01/2016,0.17,Amaya,0.404202719,0.19
24/01/2016,3.32,Amaya,0.404202719,3.5
25/01/2016,0.76,Amaya,0.404202719,4.25
26/01/2016,0.22,Amaya,0.404202719,4.3
27/01/2016,0.17,Amaya,0.404202719,1.15
28/01/2016,0.09,Amaya,0.404202719,0.48
29/01/2016,0.52,Amaya,0.404202719,0.78
30/01/2016,0.24,Amaya,0.404202719,0.85
31/01/2016,0.5,Amaya,0.404202719,1.26
01/02/2016,0.06,Amaya,0.404202719,0.8
02/02/2016,0.02,Amaya,0.404202719,0.58
03/02/2016,0.45,Amaya,0.404202719,0.53
04/02/2016,0.72,Amaya,0.404202719,1.19
05/02/2016,3.6,Amaya,0.404202719,4.77
06/02/2016,8.56,Amaya,0.404202719,12.88
07/02/2016,10.09,Amaya,0.404202719,22.25
08/02/2016,0.26,Amaya,0.404202719,18.91
09/02/2016,0.4,Amaya,0.404202719,10.75
10/02/2016,0.2,Amaya,0.404202719,0.86
11/02/2016,0.11,Amaya,0.404202719,0.71
12/02/2016,0.06,Amaya,0.404202719,0.37
13/02/2016,0,Amaya,0.404202719,0.17
14/02/2016,0,Amaya,0.404202719,0.06
15/02/2016,0.26,Amaya,0.404202719,0.26
16/02/2016,0.71,Amaya,0.404202719,0.97
17/02/2016,0.06,Amaya,0.404202719,1.03
18/02/2016,0.07,Amaya,0.404202719,0.84
19/02/2016,0.44,Amaya,0.404202719,0.57
20/02/2016,0.09,Amaya,0.404202719,0.6
21/02/2016,0.11,Amaya,0.404202719,0.64
22/02/2016,0.05,Amaya,0.404202719,0.25
23/02/2016,0.1,Amaya,0.404202719,0.26
24/02/2016,0.26,Amaya,0.404202719,0.41
25/02/2016,1.65,Amaya,0.404202719,2.01
26/02/2016,2.5,Amaya,0.404202719,4.41
27/02/2016,0.75,Amaya,0.404202719,4.9
28/02/2016,1.43,Amaya,0.404202719,4.68
29/02/2016,10.89,Amaya,0.404202719,13.07
01/03/2016,3.36,Amaya,0.404202719,15.68
02/03/2016,1.7,Amaya,0.404202719,15.95
03/03/2016,2,Amaya,0.404202719,7.06
04/03/2016,0.58,Amaya,0.404202719,4.28
05/03/2016,0.23,Amaya,0.404202719,2.81
06/03/2016,0,Amaya,0.404202719,0.81
07/03/2016,0.01,Amaya,0.404202719,0.24
08/03/2016,0,Amaya,0.404202719,0.01
09/03/2016,0,Amaya,0.404202719,0.01
10/03/2016,0.01,Amaya,0.404202719,0.01
11/03/2016,0,Amaya,0.404202719,0.01
12/03/2016,0.01,Amaya,0.404202719,0.02
13/03/2016,0.05,Amaya,0.404202719,0.06
14/03/2016,0,Amaya,0.404202719,0.06
15/03/2016,0.09,Amaya,0.404202719,0.14
16/03/2016,0.02,Amaya,0.404202719,0.11
17/03/2016,1.6,Amaya,0.404202719,1.71
18/03/2016,1.44,Amaya,0.404202719,3.06
19/03/2016,0.26,Amaya,0.404202719,3.3
20/03/2016,0.01,Amaya,0.404202719,1.71
21/03/2016,0,Amaya,0.404202719,0.27
22/03/2016,0.06,Amaya,0.404202719,0.07
23/03/2016,0.09,Amaya,0.404202719,0.15
24/03/2016,0.07,Amaya,0.404202719,0.22
25/03/2016,0.5,Amaya,0.404202719,0.66
26/03/2016,0.82,Amaya,0.404202719,1.39
27/03/2016,1.89,Amaya,0.404202719,3.21
28/03/2016,1.19,Amaya,0.404202719,3.9
29/03/2016,0.51,Amaya,0.404202719,3.59
30/03/2016,0.47,Amaya,0.404202719,2.17
31/03/2016,0.49,Amaya,0.404202719,1.47
01/04/2016,4.41,Amaya,0.404202719,5.37
02/04/2016,1.1,Amaya,0.404202719,6
03/04/2016,0.18,Amaya,0.404202719,5.69
04/04/2016,0.03,Amaya,0.404202719,1.31
05/04/2016,1.04,Amaya,0.404202719,1.25
06/04/2016,0.35,Amaya,0.404202719,1.42
07/04/2016,0.14,Amaya,0.404202719,1.53
08/04/2016,0.59,Amaya,0.404202719,1.08
09/04/2016,0.05,Amaya,0.404202719,0.78
10/04/2016,0,Amaya,0.404202719,0.64
11/04/2016,0,Amaya,0.404202719,0.05
12/04/2016,0,Amaya,0.404202719,0
13/04/2016,0,Amaya,0.404202719,0
14/04/2016,0.67,Amaya,0.404202719,0.67
15/04/2016,1.21,Amaya,0.404202719,1.88
16/04/2016,2.09,Amaya,0.404202719,3.97
17/04/2016,0.73,Amaya,0.404202719,4.03
18/04/2016,0.17,Amaya,0.404202719,2.99
19/04/2016,0.3,Amaya,0.404202719,1.2
20/04/2016,0.32,Amaya,0.404202719,0.79
21/04/2016,0.13,Amaya,0.404202719,0.75
22/04/2016,0.19,Amaya,0.404202719,0.64
23/04/2016,0.11,Amaya,0.404202719,0.43
24/04/2016,0.26,Amaya,0.404202719,0.56
25/04/2016,0.13,Amaya,0.404202719,0.5
26/04/2016,0.12,Amaya,0.404202719,0.51
27/04/2016,0.66,Amaya,0.404202719,0.91
28/04/2016,2.76,Amaya,0.404202719,3.54
29/04/2016,2.93,Amaya,0.404202719,6.35
30/04/2016,3.75,Amaya,0.404202719,9.44
01/05/2016,1.33,Amaya,0.404202719,8.01
02/05/2016,0.41,Amaya,0.404202719,5.49
03/05/2016,0.71,Amaya,0.404202719,2.45
04/05/2016,0.88,Amaya,0.404202719,2
05/05/2016,0.62,Amaya,0.404202719,2.21
06/05/2016,2.16,Amaya,0.404202719,3.66
07/05/2016,1.25,Amaya,0.404202719,4.03
08/05/2016,0.12,Amaya,0.404202719,3.53
09/05/2016,1.53,Amaya,0.404202719,2.9
10/05/2016,4.63,Amaya,0.404202719,6.28
11/05/2016,1.07,Amaya,0.404202719,7.23
12/05/2016,1.03,Amaya,0.404202719,6.73
13/05/2016,0.72,Amaya,0.404202719,2.82
14/05/2016,1.15,Amaya,0.404202719,2.9
15/05/2016,0.27,Amaya,0.404202719,2.14
16/05/2016,1.36,Amaya,0.404202719,2.78
17/05/2016,4.74,Amaya,0.404202719,6.37
18/05/2016,10.73,Amaya,0.404202719,16.83
19/05/2016,6.71,Amaya,0.404202719,22.18
20/05/2016,10.34,Amaya,0.404202719,27.78
21/05/2016,6.17,Amaya,0.404202719,23.22
22/05/2016,8.05,Amaya,0.404202719,24.56
23/05/2016,9.32,Amaya,0.404202719,23.54
24/05/2016,7.04,Amaya,0.404202719,24.41
25/05/2016,10.37,Amaya,0.404202719,26.73
26/05/2016,4.83,Amaya,0.404202719,22.24
27/05/2016,2.92,Amaya,0.404202719,18.12
28/05/2016,2.16,Amaya,0.404202719,9.91
29/05/2016,4.54,Amaya,0.404202719,9.62
30/05/2016,3.88,Amaya,0.404202719,10.58
31/05/2016,9.16,Amaya,0.404202719,17.58
01/06/2016,11.84,Amaya,0.404202719,24.88
02/06/2016,6.5,Amaya,0.404202719,27.5
03/06/2016,2.43,Amaya,0.404202719,20.77
04/06/2016,3.25,Amaya,0.404202719,12.18
05/06/2016,3.46,Amaya,0.404202719,9.14
06/06/2016,11.38,Amaya,0.404202719,18.09
07/06/2016,18.8,Amaya,0.404202719,33.64
08/06/2016,8.5,Amaya,0.404202719,38.68
09/06/2016,7.38,Amaya,0.404202719,34.68
10/06/2016,2.13,Amaya,0.404202719,18.01
11/06/2016,4.32,Amaya,0.404202719,13.83
12/06/2016,8.22,Amaya,0.404202719,14.67
13/06/2016,4.4,Amaya,0.404202719,16.94
14/06/2016,2.01,Amaya,0.404202719,14.63
15/06/2016,2.78,Amaya,0.404202719,9.19
16/06/2016,3.49,Amaya,0.404202719,8.28
17/06/2016,6.47,Amaya,0.404202719,12.74
18/06/2016,4.58,Amaya,0.404202719,14.54
19/06/2016,5.34,Amaya,0.404202719,16.39
20/06/2016,9.61,Amaya,0.404202719,19.53
21/06/2016,13.75,Amaya,0.404202719,28.7
22/06/2016,9.5,Amaya,0.404202719,32.86
23/06/2016,11.86,Amaya,0.404202719,35.11
24/06/2016,8.5,Amaya,0.404202719,29.86
25/06/2016,8.59,Amaya,0.404202719,28.95
26/06/2016,11.9,Amaya,0.404202719,28.99
27/06/2016,20.36,Amaya,0.404202719,40.85
28/06/2016,12.35,Amaya,0.404202719,44.61
29/06/2016,9.01,Amaya,0.404202719,41.72
30/06/2016,6.39,Amaya,0.404202719,27.75
01/07/2016,5.12,Amaya,0.404202719,20.52
02/07/2016,7.04,Amaya,0.404202719,18.55
03/07/2016,8.28,Amaya,0.404202719,20.44
04/07/2016,3.77,Amaya,0.404202719,19.09
05/07/2016,17.57,Amaya,0.404202719,29.62
06/07/2016,16,Amaya,0.404202719,37.34
07/07/2016,32.39,Amaya,0.404202719,65.96
08/07/2016,48.73,Amaya,0.404202719,97.12
09/07/2016,63.6,Amaya,0.404202719,144.72
10/07/2016,26.14,Amaya,0.404202719,138.47
11/07/2016,14.2,Amaya,0.404202719,103.94
12/07/2016,7.48,Amaya,0.404202719,47.82
13/07/2016,2.19,Amaya,0.404202719,23.87
14/07/2016,4.26,Amaya,0.404202719,13.93
15/07/2016,3.44,Amaya,0.404202719,9.89
16/07/2016,3.99,Amaya,0.404202719,11.69
17/07/2016,1.55,Amaya,0.404202719,8.98
18/07/2016,2.04,Amaya,0.404202719,7.58
19/07/2016,4.76,Amaya,0.404202719,8.35
20/07/2016,5.93,Amaya,0.404202719,12.73
21/07/2016,8.03,Amaya,0.404202719,18.72
22/07/2016,11.61,Amaya,0.404202719,25.57
23/07/2016,7.02,Amaya,0.404202719,26.66
24/07/2016,12.22,Amaya,0.404202719,30.85
25/07/2016,0.72,Amaya,0.404202719,19.96
26/07/2016,0.27,Amaya,0.404202719,13.21
27/07/2016,1.46,Amaya,0.404202719,2.45
28/07/2016,2.49,Amaya,0.404202719,4.22
29/07/2016,9.5,Amaya,0.404202719,13.45
30/07/2016,27.58,Amaya,0.404202719,39.57
31/07/2016,25.24,Amaya,0.404202719,62.32
01/08/2016,7.51,Amaya,0.404202719,60.33
02/08/2016,23.04,Amaya,0.404202719,55.79
03/08/2016,2.52,Amaya,0.404202719,33.07
04/08/2016,3.07,Amaya,0.404202719,28.63
05/08/2016,3.69,Amaya,0.404202719,9.28
06/08/2016,28.93,Amaya,0.404202719,35.69
07/08/2016,46.82,Amaya,0.404202719,79.44
08/08/2016,26.57,Amaya,0.404202719,102.32
09/08/2016,32.04,Amaya,0.404202719,105.43
10/08/2016,48.99,Amaya,0.404202719,107.6
11/08/2016,11.42,Amaya,0.404202719,92.45
12/08/2016,35.37,Amaya,0.404202719,95.78
13/08/2016,63.75,Amaya,0.404202719,110.54
14/08/2016,31.28,Amaya,0.404202719,130.4
15/08/2016,14.34,Amaya,0.404202719,109.37
16/08/2016,12.07,Amaya,0.404202719,57.69
17/08/2016,7.68,Amaya,0.404202719,34.09
18/08/2016,4.85,Amaya,0.404202719,24.6
19/08/2016,8.36,Amaya,0.404202719,20.89
20/08/2016,20.63,Amaya,0.404202719,33.84
21/08/2016,14.14,Amaya,0.404202719,43.13
22/08/2016,5.18,Amaya,0.404202719,39.95
23/08/2016,3.42,Amaya,0.404202719,22.74
24/08/2016,6.65,Amaya,0.404202719,15.25
25/08/2016,16.28,Amaya,0.404202719,26.35
26/08/2016,22.13,Amaya,0.404202719,45.06
27/08/2016,21.38,Amaya,0.404202719,59.79
28/08/2016,16.07,Amaya,0.404202719,59.58
29/08/2016,11.28,Amaya,0.404202719,48.73
30/08/2016,14.35,Amaya,0.404202719,41.7
31/08/2016,8.46,Amaya,0.404202719,34.09
01/09/2016,2.97,Amaya,0.404202719,25.78
02/09/2016,1.62,Amaya,0.404202719,13.05
03/09/2016,4.49,Amaya,0.404202719,9.08
04/09/2016,14.67,Amaya,0.404202719,20.78
05/09/2016,8.81,Amaya,0.404202719,27.97
06/09/2016,1.95,Amaya,0.404202719,25.43
07/09/2016,6.67,Amaya,0.404202719,17.43
08/09/2016,7.89,Amaya,0.404202719,16.51
09/09/2016,7.39,Amaya,0.404202719,21.95
10/09/2016,8.65,Amaya,0.404202719,23.93
11/09/2016,7.81,Amaya,0.404202719,23.85
12/09/2016,9.03,Amaya,0.404202719,25.49
13/09/2016,8.12,Amaya,0.404202719,24.96
14/09/2016,12.98,Amaya,0.404202719,30.13
15/09/2016,13.03,Amaya,0.404202719,34.13
16/09/2016,1.76,Amaya,0.404202719,27.77
17/09/2016,4.55,Amaya,0.404202719,19.34
18/09/2016,4.65,Amaya,0.404202719,10.96
19/09/2016,7.27,Amaya,0.404202719,16.47
20/09/2016,6.27,Amaya,0.404202719,18.19
21/09/2016,12.01,Amaya,0.404202719,25.55
22/09/2016,2.42,Amaya,0.404202719,20.7
23/09/2016,7.02,Amaya,0.404202719,21.45
24/09/2016,5.09,Amaya,0.404202719,14.53
25/09/2016,11.79,Amaya,0.404202719,23.9
26/09/2016,12.27,Amaya,0.404202719,29.15
27/09/2016,13.6,Amaya,0.404202719,37.66
28/09/2016,28.29,Amaya,0.404202719,54.16
29/09/2016,26.49,Amaya,0.404202719,68.38
30/09/2016,8.39,Amaya,0.404202719,63.17
01/10/2016,11.16,Amaya,0.404202719,46.04
02/10/2016,3.12,Amaya,0.404202719,22.67
03/10/2016,5.02,Amaya,0.404202719,19.3
04/10/2016,26.95,Amaya,0.404202719,35.09
05/10/2016,15.42,Amaya,0.404202719,47.39
06/10/2016,18.82,Amaya,0.404202719,61.19
07/10/2016,18.43,Amaya,0.404202719,52.67
08/10/2016,18.78,Amaya,0.404202719,56.03
09/10/2016,15.76,Amaya,0.404202719,52.97
10/10/2016,14.11,Amaya,0.404202719,48.65
11/10/2016,13.48,Amaya,0.404202719,43.35
12/10/2016,15.88,Amaya,0.404202719,43.47
13/10/2016,14.22,Amaya,0.404202719,43.58
14/10/2016,0.51,Amaya,0.404202719,30.61
15/10/2016,21.74,Amaya,0.404202719,36.47
16/10/2016,42.83,Amaya,0.404202719,65.08
17/10/2016,12.41,Amaya,0.404202719,76.98
18/10/2016,3.28,Amaya,0.404202719,58.52
19/10/2016,2.75,Amaya,0.404202719,18.44
20/10/2016,12.92,Amaya,0.404202719,18.95
21/10/2016,6.89,Amaya,0.404202719,22.56
22/10/2016,2.5,Amaya,0.404202719,22.31
23/10/2016,0.81,Amaya,0.404202719,10.2
24/10/2016,1.11,Amaya,0.404202719,4.42
25/10/2016,0.59,Amaya,0.404202719,2.51
26/10/2016,2.17,Amaya,0.404202719,3.87
27/10/2016,3.76,Amaya,0.404202719,6.52
28/10/2016,2.42,Amaya,0.404202719,8.35
29/10/2016,5.19,Amaya,0.404202719,11.37
30/10/2016,2.66,Amaya,0.404202719,10.27
31/10/2016,5.33,Amaya,0.404202719,13.18
01/11/2016,7.12,Amaya,0.404202719,15.11
02/11/2016,13.01,Amaya,0.404202719,25.46
03/11/2016,6.79,Amaya,0.404202719,26.92
04/11/2016,10.21,Amaya,0.404202719,30.01
05/11/2016,6.81,Amaya,0.404202719,23.81
06/11/2016,5.54,Amaya,0.404202719,22.56
07/11/2016,2.51,Amaya,0.404202719,14.86
08/11/2016,0.03,Amaya,0.404202719,8.08
09/11/2016,0.12,Amaya,0.404202719,2.66
10/11/2016,0.41,Amaya,0.404202719,0.56
11/11/2016,3.61,Amaya,0.404202719,4.14
12/11/2016,1.51,Amaya,0.404202719,5.53
13/11/2016,0.42,Amaya,0.404202719,5.54
14/11/2016,4.83,Amaya,0.404202719,6.76
15/11/2016,10.11,Amaya,0.404202719,15.36
16/11/2016,7.17,Amaya,0.404202719,22.11
17/11/2016,2.29,Amaya,0.404202719,19.57
18/11/2016,2.56,Amaya,0.404202719,12.02
19/11/2016,10.83,Amaya,0.404202719,15.68
20/11/2016,1.82,Amaya,0.404202719,15.21
21/11/2016,0.15,Amaya,0.404202719,12.8
22/11/2016,0.58,Amaya,0.404202719,2.55
23/11/2016,0.62,Amaya,0.404202719,1.35
24/11/2016,0.31,Amaya,0.404202719,1.51
25/11/2016,10.02,Amaya,0.404202719,10.95
26/11/2016,22.67,Amaya,0.404202719,33
27/11/2016,2.42,Amaya,0.404202719,35.11
28/11/2016,0.56,Amaya,0.404202719,25.65
29/11/2016,2.28,Amaya,0.404202719,5.26
30/11/2016,1.65,Amaya,0.404202719,4.49
01/12/2016,1.6,Amaya,0.404202719,5.53
02/12/2016,4.53,Amaya,0.404202719,7.78
03/12/2016,2.66,Amaya,0.404202719,8.79
04/12/2016,0.29,Amaya,0.404202719,7.48
05/12/2016,1.99,Amaya,0.404202719,4.94
06/12/2016,1.25,Amaya,0.404202719,3.53
07/12/2016,2.9,Amaya,0.404202719,6.14
08/12/2016,9.61,Amaya,0.404202719,13.76
09/12/2016,2.33,Amaya,0.404202719,14.84
10/12/2016,4.64,Amaya,0.404202719,16.58
11/12/2016,7.86,Amaya,0.404202719,14.83
12/12/2016,5.96,Amaya,0.404202719,18.46
13/12/2016,13.24,Amaya,0.404202719,27.06
14/12/2016,12.35,Amaya,0.404202719,31.55
15/12/2016,12.07,Amaya,0.404202719,37.66
16/12/2016,22.86,Amaya,0.404202719,47.28
17/12/2016,2.07,Amaya,0.404202719,37
18/12/2016,6.88,Amaya,0.404202719,31.81
19/12/2016,1.08,Amaya,0.404202719,10.03
20/12/2016,0.95,Amaya,0.404202719,8.91
21/12/2016,2.04,Amaya,0.404202719,4.07
22/12/2016,0.02,Amaya,0.404202719,3.01
23/12/2016,0.05,Amaya,0.404202719,2.11
24/12/2016,0.31,Amaya,0.404202719,0.38
25/12/2016,1.04,Amaya,0.404202719,1.4
26/12/2016,35.9,Amaya,0.404202719,37.25
27/12/2016,2.91,Amaya,0.404202719,39.85
28/12/2016,2.39,Amaya,0.404202719,41.2
29/12/2016,3.78,Amaya,0.404202719,9.08
30/12/2016,2.58,Amaya,0.404202719,8.75
31/12/2016,3.46,Amaya,0.404202719,9.82
01/01/2017,3.26,Amaya,0.404202719,9.3
02/01/2017,0.19,Amaya,0.404202719,6.91
03/01/2017,0.17,Amaya,0.404202719,3.62
04/01/2017,1.84,Amaya,0.404202719,2.2
05/01/2017,1.94,Amaya,0.404202719,3.95
06/01/2017,0.1,Amaya,0.404202719,3.88
07/01/2017,0.01,Amaya,0.404202719,2.05
08/01/2017,0.03,Amaya,0.404202719,0.14
09/01/2017,0.12,Amaya,0.404202719,0.16
10/01/2017,16.7,Amaya,0.404202719,16.85
11/01/2017,7.93,Amaya,0.404202719,24.75
12/01/2017,0.94,Amaya,0.404202719,25.57
13/01/2017,0.17,Amaya,0.404202719,9.04
14/01/2017,0.31,Amaya,0.404202719,1.42
15/01/2017,1.38,Amaya,0.404202719,1.86
16/01/2017,0.4,Amaya,0.404202719,2.09
17/01/2017,0.2,Amaya,0.404202719,1.98
18/01/2017,0.16,Amaya,0.404202719,0.76
19/01/2017,0.11,Amaya,0.404202719,0.47
20/01/2017,0,Amaya,0.404202719,0.27
21/01/2017,0.03,Amaya,0.404202719,0.14
22/01/2017,2.28,Amaya,0.404202719,2.31
23/01/2017,12.05,Amaya,0.404202719,14.36
24/01/2017,3.54,Amaya,0.404202719,17.87
25/01/2017,1.32,Amaya,0.404202719,16.91
26/01/2017,2.05,Amaya,0.404202719,6.91
27/01/2017,0.7,Amaya,0.404202719,4.07
28/01/2017,1.36,Amaya,0.404202719,4.11
29/01/2017,1.27,Amaya,0.404202719,3.33
30/01/2017,4.4,Amaya,0.404202719,7.03
31/01/2017,6.23,Amaya,0.404202719,11.9
01/02/2017,6.31,Amaya,0.404202719,16.94
02/02/2017,4.49,Amaya,0.404202719,17.03
03/02/2017,0.73,Amaya,0.404202719,11.53
04/02/2017,0.21,Amaya,0.404202719,5.43
05/02/2017,0.5,Amaya,0.404202719,1.44
06/02/2017,2.05,Amaya,0.404202719,2.76
07/02/2017,0.02,Amaya,0.404202719,2.57
08/02/2017,0.01,Amaya,0.404202719,2.08
09/02/2017,0.7,Amaya,0.404202719,0.73
10/02/2017,0.98,Amaya,0.404202719,1.69
11/02/2017,0.42,Amaya,0.404202719,2.1
12/02/2017,0.41,Amaya,0.404202719,1.81
13/02/2017,1.44,Amaya,0.404202719,2.27
14/02/2017,0.21,Amaya,0.404202719,2.06
15/02/2017,0.05,Amaya,0.404202719,1.7
16/02/2017,0.07,Amaya,0.404202719,0.33
17/02/2017,0.83,Amaya,0.404202719,0.95
18/02/2017,6.97,Amaya,0.404202719,7.87
19/02/2017,6.32,Amaya,0.404202719,14.12
20/02/2017,0.31,Amaya,0.404202719,13.6
21/02/2017,0.12,Amaya,0.404202719,6.75
22/02/2017,0.11,Amaya,0.404202719,0.54
23/02/2017,0.02,Amaya,0.404202719,0.25
24/02/2017,0.79,Amaya,0.404202719,0.92
25/02/2017,0.34,Amaya,0.404202719,1.15
26/02/2017,2.59,Amaya,0.404202719,3.72
27/02/2017,0.22,Amaya,0.404202719,3.15
28/02/2017,0.16,Amaya,0.404202719,2.97
01/03/2017,0.34,Amaya,0.404202719,0.72
02/03/2017,7.28,Amaya,0.404202719,7.78
03/03/2017,3.1,Amaya,0.404202719,10.72
04/03/2017,2.88,Amaya,0.404202719,13.26
05/03/2017,0.18,Amaya,0.404202719,6.16
06/03/2017,0.03,Amaya,0.404202719,3.09
07/03/2017,0.01,Amaya,0.404202719,0.22
08/03/2017,0.07,Amaya,0.404202719,0.11
09/03/2017,0.16,Amaya,0.404202719,0.24
10/03/2017,0,Amaya,0.404202719,0.23
11/03/2017,0,Amaya,0.404202719,0.16
12/03/2017,0,Amaya,0.404202719,0
13/03/2017,0.17,Amaya,0.404202719,0.17
14/03/2017,0.3,Amaya,0.404202719,0.47
15/03/2017,0.29,Amaya,0.404202719,0.76
16/03/2017,0.05,Amaya,0.404202719,0.64
17/03/2017,0,Amaya,0.404202719,0.34
18/03/2017,0.01,Amaya,0.404202719,0.06
19/03/2017,0.04,Amaya,0.404202719,0.05
20/03/2017,0.02,Amaya,0.404202719,0.07
21/03/2017,1.21,Amaya,0.404202719,1.27
22/03/2017,1.84,Amaya,0.404202719,3.07
23/03/2017,0.17,Amaya,0.404202719,3.22
24/03/2017,0.14,Amaya,0.404202719,2.15
25/03/2017,0.03,Amaya,0.404202719,0.34
26/03/2017,0.12,Amaya,0.404202719,0.29
27/03/2017,1.03,Amaya,0.404202719,1.18
28/03/2017,0.53,Amaya,0.404202719,1.68
29/03/2017,0.08,Amaya,0.404202719,1.64
30/03/2017,0.04,Amaya,0.404202719,0.65
31/03/2017,0,Amaya,0.404202719,0.12
01/04/2017,0.79,Amaya,0.404202719,0.83
02/04/2017,2.55,Amaya,0.404202719,3.34
03/04/2017,0.07,Amaya,0.404202719,3.41
04/04/2017,0,Amaya,0.404202719,2.62
05/04/2017,0,Amaya,0.404202719,0.07
06/04/2017,0.04,Amaya,0.404202719,0.04
07/04/2017,0.05,Amaya,0.404202719,0.09
08/04/2017,0.74,Amaya,0.404202719,0.83
09/04/2017,0.68,Amaya,0.404202719,1.47
10/04/2017,1.01,Amaya,0.404202719,2.43
11/04/2017,0.4,Amaya,0.404202719,2.09
12/04/2017,0.29,Amaya,0.404202719,1.7
13/04/2017,0.11,Amaya,0.404202719,0.8
14/04/2017,0.03,Amaya,0.404202719,0.43
15/04/2017,0.84,Amaya,0.404202719,0.98
16/04/2017,5.47,Amaya,0.404202719,6.34
17/04/2017,7.9,Amaya,0.404202719,14.21
18/04/2017,3.3,Amaya,0.404202719,16.67
19/04/2017,1.56,Amaya,0.404202719,12.76
20/04/2017,2.44,Amaya,0.404202719,7.3
21/04/2017,0.9,Amaya,0.404202719,4.9
22/04/2017,1.86,Amaya,0.404202719,5.2
23/04/2017,2.65,Amaya,0.404202719,5.41
24/04/2017,3.79,Amaya,0.404202719,8.3
25/04/2017,5.94,Amaya,0.404202719,12.38
26/04/2017,0.52,Amaya,0.404202719,10.25
27/04/2017,2.06,Amaya,0.404202719,8.52
28/04/2017,1.29,Amaya,0.404202719,3.87
29/04/2017,0.99,Amaya,0.404202719,4.34
30/04/2017,20.24,Amaya,0.404202719,22.52
01/05/2017,0.31,Amaya,0.404202719,21.54
02/05/2017,2.84,Amaya,0.404202719,23.39
03/05/2017,15.53,Amaya,0.404202719,18.68
04/05/2017,2.9,Amaya,0.404202719,21.27
05/05/2017,3.69,Amaya,0.404202719,22.12
06/05/2017,4.19,Amaya,0.404202719,10.78
07/05/2017,2.69,Amaya,0.404202719,10.57
08/05/2017,1.19,Amaya,0.404202719,8.07
09/05/2017,1.62,Amaya,0.404202719,5.5
10/05/2017,2.2,Amaya,0.404202719,5.01
11/05/2017,2.57,Amaya,0.404202719,6.39
12/05/2017,0.56,Amaya,0.404202719,5.33
13/05/2017,0.66,Amaya,0.404202719,3.79
14/05/2017,1.31,Amaya,0.404202719,2.53
15/05/2017,1.03,Amaya,0.404202719,3
16/05/2017,16.42,Amaya,0.404202719,18.76
17/05/2017,9.15,Amaya,0.404202719,26.6
18/05/2017,3.24,Amaya,0.404202719,28.81
19/05/2017,4.1,Amaya,0.404202719,16.49
20/05/2017,5.32,Amaya,0.404202719,12.66
21/05/2017,2.33,Amaya,0.404202719,11.75
22/05/2017,11.85,Amaya,0.404202719,19.5
23/05/2017,5.69,Amaya,0.404202719,19.87
24/05/2017,9.15,Amaya,0.404202719,26.69
25/05/2017,12.2,Amaya,0.404202719,27.04
26/05/2017,24.95,Amaya,0.404202719,46.3
27/05/2017,4.13,Amaya,0.404202719,41.28
28/05/2017,7.42,Amaya,0.404202719,36.5
29/05/2017,6.97,Amaya,0.404202719,18.52
30/05/2017,15.27,Amaya,0.404202719,29.66
31/05/2017,3.64,Amaya,0.404202719,25.88
01/06/2017,0.67,Amaya,0.404202719,19.58
02/06/2017,1.59,Amaya,0.404202719,5.9
03/06/2017,13.22,Amaya,0.404202719,15.48
04/06/2017,2.26,Amaya,0.404202719,17.07
05/06/2017,7.85,Amaya,0.404202719,23.33
06/06/2017,2.69,Amaya,0.404202719,12.8
07/06/2017,8.18,Amaya,0.404202719,18.72
08/06/2017,21.93,Amaya,0.404202719,32.8
09/06/2017,7.71,Amaya,0.404202719,37.82
10/06/2017,34.63,Amaya,0.404202719,64.27
11/06/2017,13.88,Amaya,0.404202719,56.22
12/06/2017,2.21,Amaya,0.404202719,50.72
13/06/2017,2.03,Amaya,0.404202719,18.12
14/06/2017,2.67,Amaya,0.404202719,6.91
15/06/2017,2.75,Amaya,0.404202719,7.45
16/06/2017,0.32,Amaya,0.404202719,5.74
17/06/2017,0.2,Amaya,0.404202719,3.27
18/06/2017,4.08,Amaya,0.404202719,4.6
19/06/2017,3.1,Amaya,0.404202719,7.38
20/06/2017,4.99,Amaya,0.404202719,12.17
21/06/2017,8.71,Amaya,0.404202719,16.8
22/06/2017,9.15,Amaya,0.404202719,22.85
